[12-Jul-2025 09:42:03 UTC] PHP Fatal error:  Uncaught Error: Undefined constant "plugin" in E:\Local site\borsh\app\public\wp-admin\includes\plugin.php:151
[13-Jul-2025 09:26:06 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>acf</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in D:\websites\borsh\app\public\wp-includes\functions.php on line 6121
[13-Jul-2025 09:26:06 UTC] PHP Warning:  Trying to access array offset on value of type null in D:\websites\borsh\app\public\wp-content\themes\borsh\footer.php on line 14
[13-Jul-2025 09:26:06 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>acf</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in D:\websites\borsh\app\public\wp-includes\functions.php on line 6121
[13-Jul-2025 09:26:06 UTC] PHP Warning:  Trying to access array offset on value of type null in D:\websites\borsh\app\public\wp-content\themes\borsh\footer.php on line 14
[13-Jul-2025 09:26:30 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>acf</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in D:\websites\borsh\app\public\wp-includes\functions.php on line 6121
[13-Jul-2025 09:26:31 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>acf</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in D:\websites\borsh\app\public\wp-includes\functions.php on line 6121
[13-Jul-2025 09:26:31 UTC] PHP Warning:  Trying to access array offset on value of type null in D:\websites\borsh\app\public\wp-content\themes\borsh\footer.php on line 14
[13-Jul-2025 09:26:31 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>acf</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in D:\websites\borsh\app\public\wp-includes\functions.php on line 6121
[13-Jul-2025 09:26:31 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>acf</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in D:\websites\borsh\app\public\wp-includes\functions.php on line 6121
[13-Jul-2025 09:26:31 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>acf</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in D:\websites\borsh\app\public\wp-includes\functions.php on line 6121
[13-Jul-2025 09:26:31 UTC] PHP Warning:  Trying to access array offset on value of type null in D:\websites\borsh\app\public\wp-content\themes\borsh\footer.php on line 14
[13-Jul-2025 09:26:31 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>acf</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in D:\websites\borsh\app\public\wp-includes\functions.php on line 6121
[13-Jul-2025 09:26:31 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>acf</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in D:\websites\borsh\app\public\wp-includes\functions.php on line 6121
[13-Jul-2025 09:26:31 UTC] PHP Warning:  Trying to access array offset on value of type null in D:\websites\borsh\app\public\wp-content\themes\borsh\footer.php on line 14
[13-Jul-2025 09:26:31 UTC] PHP Warning:  Trying to access array offset on value of type null in D:\websites\borsh\app\public\wp-content\themes\borsh\footer.php on line 14
[13-Jul-2025 09:26:31 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>acf</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in D:\websites\borsh\app\public\wp-includes\functions.php on line 6121
[13-Jul-2025 09:26:31 UTC] PHP Notice:  Function _load_textdomain_just_in_time was called <strong>incorrectly</strong>. Translation loading for the <code>acf</code> domain was triggered too early. This is usually an indicator for some code in the plugin or theme running too early. Translations should be loaded at the <code>init</code> action or later. Please see <a href="https://developer.wordpress.org/advanced-administration/debug/debug-wordpress/">Debugging in WordPress</a> for more information. (This message was added in version 6.7.0.) in D:\websites\borsh\app\public\wp-includes\functions.php on line 6121
[13-Jul-2025 09:26:31 UTC] PHP Warning:  Trying to access array offset on value of type null in D:\websites\borsh\app\public\wp-content\themes\borsh\footer.php on line 14
